"","R_basic","intervention_efficacy","Location","n_intros"
"296",0.961277827620506,0.433820744045079,"Marburg",20
"297",0.288667908869684,0.72607787232846,"Marburg",20
"298",0.12628213246353,0.679821165744215,"Marburg",20
"299",0.259579811012372,0.941149324178696,"Marburg",20
"300",0.395923958625644,0.0351197354029864,"Marburg",20
"301",0.357867982937023,0.721834452124313,"Marburg",20
"302",1.22236920311116,0.984664493938908,"Marburg",20
"303",0.298014782834798,0.53917251015082,"Marburg",20
"304",0.148800363996997,0.448593490058556,"Marburg",20
"305",0.610409701243043,0.792182493256405,"Marburg",20
"306",0.322813566075638,0.632685790304095,"Marburg",20
"307",0.0475311046466231,0.740489973919466,"Marburg",20
"308",0.469562465557829,0.63380519580096,"Marburg",20
"309",0.788340855622664,0.859783985419199,"Marburg",20
"310",0.776493163313717,0.841303067049012,"Marburg",20
"311",0.0765723686199635,0.278699999675155,"Marburg",20
"312",1.02619867748581,0.252802513539791,"Marburg",20
"313",0.659051450667903,0.559429241809994,"Marburg",20
"314",0.308357380796224,0.170077440794557,"Marburg",20
"315",0.0858922842890024,0.299190955935046,"Marburg",20
"316",0.769991367124021,0.7444714657031,"Marburg",20
"317",0.895601613214239,0.499241779558361,"Marburg",20
"318",1.20883510680869,0.960260084597394,"Marburg",20
"319",0.61061944719404,0.768651258898899,"Marburg",20
"320",0.182046860223636,0.963297182926908,"Marburg",20
"321",1.04007496428676,0.89638196490705,"Marburg",20
"322",0.154680648352951,0.350938963703811,"Marburg",20
"323",0.916916966205463,0.667639518622309,"Marburg",20
"324",1.23877333919518,0.518347534583881,"Marburg",20
"325",0.467632377985865,0.845471063628793,"Marburg",20
"326",0.65400666045025,0.0608644920866936,"Marburg",20
"327",0.438602314330637,0.157571300165728,"Marburg",20
"328",1.11785487527959,0.175707775400952,"Marburg",20
"329",1.15980536257848,0.701006248826161,"Marburg",20
"330",0.332823310280219,0.894315066514537,"Marburg",20
"331",0.664519096724689,0.841404088540003,"Marburg",20
"332",0.118663595058024,0.361364736221731,"Marburg",20
"333",0.819113859208301,0.955855879466981,"Marburg",20
"334",0.348566929344088,0.22112571215257,"Marburg",20
"335",0.117554592434317,0.471879060845822,"Marburg",20
"336",0.147933161118999,0.416579622775316,"Marburg",20
"337",0.587930575478822,0.660563392098993,"Marburg",20
"338",0.98952147946693,0.896452402230352,"Marburg",20
"339",0.435465528164059,0.178258398547769,"Marburg",20
"340",0.481745901284739,0.653852343326434,"Marburg",20
"341",0.851556436624378,0.314215213758871,"Marburg",20
"342",2.43306851852685,0.647736279526725,"Marburg",20
"343",0.164971061283723,0.484974120743573,"Marburg",20
"344",0.51760148210451,0.684444857062772,"Marburg",20
"345",0.781787753105164,0.660290944157168,"Marburg",20
"346",0.987713941605762,0.478993961820379,"Marburg",20
"347",1.45401749806479,0.900552036706358,"Marburg",20
"348",1.29036049498245,0.823827725136653,"Marburg",20
"349",0.120773999020457,0.339596351841465,"Marburg",20
"350",0.220043548615649,0.639872714411467,"Marburg",20
"351",0.226254855282605,0.0436388626694679,"Marburg",20
"352",0.169090200215578,0.399310307810083,"Marburg",20
"353",0.320675722556189,0.615235009696335,"Marburg",20
"354",0.34046833938919,0.66098419087939,"Marburg",20
"355",0.593645411543548,0.470403993502259,"Marburg",20
"356",0.0277395355515182,0.557647474110126,"Marburg",20
"357",0.327419138280675,0.0880506434477866,"Marburg",20
"358",0.284298661630601,0.443935813847929,"Marburg",20
"359",0.327692882856354,0.201276295352727,"Marburg",20
"360",1.16390569671057,0.89448208687827,"Marburg",20
"361",1.51032769703306,0.773427146021277,"Marburg",20
"362",1.47546989656985,0.964164679637179,"Marburg",20
